代码	名称	涨幅%%	现价	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	今开	最高	最低	昨收	市盈(动)	总金额	量比	细分行业	地区	振幅%%	均价	内盘	外盘	内外比	买量	卖量	未匹配量	
000024	招商地产	2.57	39.50	0.99	39.49	39.50	791566	19225	0.45	          7.71	38.51	39.63	37.80	38.51	    34.39	3092942592	  1.58	全国地产	深圳	4.75	39.07	361069	430497	  0.84	67	474	--  	
000025	特  力Ａ	9.99	95.81	8.70	95.80	95.81	235625	4811	-0.01	         13.14	94.00	95.82	88.05	87.11	  1142.65	2195704832	  1.08	汽车服务	深圳	8.92	93.19	120309	115316	  1.04	28	12	--  	
000026	飞亚达Ａ	2.54	13.75	0.34	13.75	13.76	117353	2812	0.00	          3.77	13.39	13.88	13.25	13.41	    37.99	159691440	  1.33	其他商业	深圳	4.70	13.61	55779	61574	  0.91	590	20	--  	
000027	深圳能源	-2.74	10.29	-0.29	10.28	10.29	308388	4308	0.00	          2.15	10.55	10.55	10.21	10.58	    19.26	319438816	  0.74	火力发电	深圳	3.21	10.36	177840	130547	  1.36	4327	2039	--  	
000028	国药一致	--  	66.15	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	66.15	    31.34	0	  0.00	医药商业	深圳	0.00	66.15	0	0	--  	0	0	--  	
000029	深深房Ａ	3.34	14.84	0.48	14.84	14.85	402193	3734	-0.13	          4.51	14.24	15.11	14.03	14.36	    48.12	590439296	  1.30	区域地产	深圳	7.52	14.68	180951	221241	  0.82	1088	706	--  	
000030	富奥股份	-0.74	9.35	-0.07	9.35	9.36	63912	1520	-0.10	          1.14	9.44	9.47	9.24	9.42	    24.99	59900184	  0.75	汽车配件	吉林	2.44	9.37	35371	28541	  1.24	371	410	--  	
000031	中粮地产	-1.73	14.75	-0.26	14.75	14.76	472854	7525	0.00	          2.61	14.87	15.16	14.60	15.01	    37.38	701930944	  0.63	全国地产	深圳	3.73	14.84	242469	230384	  1.05	1710	1349	--  	
000032	深桑达Ａ	0.69	23.45	0.16	23.43	23.45	43792	1471	1.16	          1.88	23.55	23.66	22.75	23.29	--  	101359176	  0.60	元器件	深圳	3.91	23.15	23116	20675	  1.12	10	33	--  	
000034	深信泰丰	7.25	20.27	1.37	20.27	20.28	271740	2984	-0.24	          7.99	19.13	20.70	18.71	18.90	   205.24	532957664	  1.36	综合类	深圳	10.53	19.61	132013	139727	  0.94	443	1251	--  	
000035	中国天楹	-2.52	15.48	-0.40	15.48	15.49	69603	560	-0.19	          1.72	15.68	15.87	15.35	15.88	    59.45	108865744	  0.54	环境保护	江苏	3.27	15.64	37892	31711	  1.19	1005	423	--  	
000036	华联控股	-1.03	7.69	-0.08	7.69	7.70	230171	1955	-0.12	          2.05	7.72	7.88	7.64	7.77	--  	178569952	  0.77	全国地产	深圳	3.09	7.76	119091	111079	  1.07	483	817	--  	
000037	深南电Ａ	-1.14	12.97	-0.15	12.97	12.98	174646	1397	-0.23	          5.15	12.91	13.41	12.80	13.12	--  	228595216	  0.59	火力发电	深圳	4.65	13.09	102556	72089	  1.42	1540	393	--  	
000038	深大通	0.26	49.58	0.13	49.56	49.58	45393	724	0.26	         12.03	48.80	50.00	48.00	49.45	  3225.09	222339168	  0.74	区域地产	深圳	4.04	48.98	23461	21932	  1.07	25	82	--  	
000039	中集集团	-1.94	19.75	-0.39	19.75	19.76	102543	422	-0.10	          0.81	19.95	20.09	19.60	20.14	    23.11	203266032	  0.68	轻工机械	深圳	2.43	19.82	63991	38552	  1.66	159	526	--  	
000040	宝安地产	-0.48	16.58	-0.08	16.57	16.58	117524	1277	-0.06	          2.53	16.67	17.02	16.41	16.66	   185.37	196010672	  0.62	全国地产	深圳	3.66	16.68	60729	56795	  1.07	10	735	--  	
000042	中洲控股	-3.61	19.78	-0.74	19.78	19.79	59613	930	0.20	          1.25	20.50	20.50	19.64	20.52	    17.53	118807840	  0.61	全国地产	深圳	4.19	19.93	36967	22646	  1.63	40	204	--  	
000043	中航地产	9.97	14.01	1.27	14.01	--  	719999	6369	0.00	         10.80	12.49	14.01	12.30	12.74	--  	964066368	  1.57	全国地产	深圳	13.42	13.39	367500	352498	  1.04	18680	0	--  	
000045	深纺织Ａ	2.29	13.40	0.30	13.39	13.40	125378	1215	0.00	          3.09	12.90	13.68	12.90	13.10	   823.37	168061520	  0.81	纺织	深圳	5.95	13.40	57764	67613	  0.85	53	389	--  	
000046	泛海控股	-2.78	11.52	-0.33	11.52	11.53	118147	525	0.00	          0.26	11.74	11.83	11.44	11.85	    33.31	136680928	  0.72	全国地产	深圳	3.29	11.57	67963	50184	  1.35	194	750	--  	
000048	康达尔	--  	24.26	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	24.26	    42.24	0	  0.00	饲料	深圳	0.00	24.26	0	0	--  	0	0	--  	
000049	德赛电池	4.37	62.10	2.60	62.09	62.10	96642	1116	0.00	          4.71	59.00	63.99	58.01	59.50	    55.25	596520704	  0.76	电气设备	深圳	10.05	61.73	45141	51500	  0.88	2	149	--  	
000050	深天马Ａ	1.47	23.40	0.34	23.40	23.41	408172	4731	0.00	          4.33	22.80	23.91	22.63	23.06	    58.67	950729152	  1.01	元器件	深圳	5.55	23.29	196427	211745	  0.93	552	166	--  	
000055	方大集团	2.18	11.25	0.24	11.24	11.25	109864	891	0.08	          2.61	11.10	11.44	11.02	11.01	    89.25	123832040	  0.84	其他建材	深圳	3.81	11.27	54850	55014	  1.00	152	270	--  	
000056	皇庭国际	0.83	28.99	0.24	28.99	29.00	44687	1269	0.06	          3.12	28.29	29.12	27.85	28.75	   415.44	127063672	  1.03	房产服务	深圳	4.42	28.43	22885	21802	  1.05	6	1263	--  	
000058	深 赛 格	--  	11.85	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	11.85	   165.33	0	  0.00	元器件	深圳	0.00	11.85	0	0	--  	0	0	--  	
000059	*ST华锦	1.03	7.86	0.08	7.85	7.86	114207	1498	0.00	          0.95	7.78	7.89	7.74	7.78	   138.47	89298488	  0.92	石油加工	辽宁	1.93	7.82	60325	53881	  1.12	1426	321	--  	
000060	中金岭南	0.91	13.33	0.12	13.33	13.34	635705	4320	0.07	          3.08	13.10	13.75	13.00	13.21	   218.83	854942016	  1.01	铅锌	深圳	5.68	13.45	317959	317745	  1.00	3299	955	--  	
000061	农 产 品	1.76	16.20	0.28	16.19	16.20	480128	11060	0.24	          2.99	15.90	16.25	15.63	15.92	   444.90	766346752	  1.72	农业综合	深圳	3.89	15.96	214077	266051	  0.80	993	1001	--  	
000062	深圳华强	-2.97	37.18	-1.14	37.18	37.19	94684	1025	-0.05	          1.42	38.33	38.33	36.80	38.32	    90.44	355631744	  0.86	商贸代理	深圳	3.99	37.56	50715	43968	  1.15	1039	153	--  	
000063	中兴通讯	-2.26	17.73	-0.41	17.72	17.73	348889	4532	-0.05	          1.04	18.01	18.10	17.70	18.14	    21.06	623783296	  0.68	通信设备	深圳	2.21	17.88	200355	148534	  1.35	1639	2340	--  	
000065	北方国际	--  	30.53	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	30.53	    61.25	0	  0.00	建筑施工	深圳	0.00	30.53	0	0	--  	0	0	--  	
000066	长城电脑	--  	21.54	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	21.54	--  	0	  0.00	电脑设备	深圳	0.00	21.54	0	0	--  	0	0	--  	
000068	*ST华赛	4.91	11.75	0.55	11.74	11.75	167786	1690	0.00	          1.87	11.50	11.76	11.36	11.20	--  	196425968	  1.77	元器件	深圳	3.57	11.71	78396	89390	  0.88	271	14	--  	
000069	华侨城Ａ	-2.80	8.67	-0.25	8.66	8.67	648796	6344	0.00	          2.08	8.81	8.89	8.60	8.92	    19.19	568103360	  0.69	旅游景点	深圳	3.25	8.76	338465	310331	  1.09	3611	1210	--  	
000070	特发信息	-1.06	26.96	-0.29	26.96	26.98	45059	427	0.11	          1.74	27.59	28.08	26.81	27.25	   103.49	123647344	  0.88	通信设备	深圳	4.66	27.44	22943	22116	  1.04	65	416	--  	
000078	海王生物	-1.27	17.88	-0.23	17.88	17.89	233352	1943	0.05	          3.19	17.99	18.27	17.70	18.11	    28.77	420084096	  0.81	生物制药	深圳	3.15	18.00	118376	114975	  1.03	860	19	--  	
000088	盐 田 港	-0.49	8.17	-0.04	8.17	8.18	98465	4816	-0.36	          0.51	8.22	8.34	8.15	8.21	    32.06	81144848	  0.76	港口	深圳	2.31	8.24	54225	44239	  1.23	1532	7	--  	
000089	深圳机场	-1.10	8.11	-0.09	8.11	8.12	153642	1167	-0.12	          0.75	8.15	8.19	8.05	8.20	    37.03	124732872	  0.59	机场	深圳	1.71	8.12	83584	70057	  1.19	1262	290	--  	
000090	天健集团	-1.56	18.90	-0.30	18.90	18.91	65751	569	0.10	          1.19	18.86	19.24	18.72	19.20	    30.36	125099560	  0.51	建筑施工	深圳	2.71	19.03	36129	29621	  1.22	1533	4	--  	
000096	广聚能源	-2.91	16.70	-0.50	16.70	16.71	126547	2016	0.05	          2.48	17.20	17.21	16.61	17.20	    31.40	213910192	  0.81	石油贸易	深圳	3.49	16.90	71609	54937	  1.30	613	4	--  	
000099	中信海直	-2.49	15.27	-0.39	15.26	15.27	155760	1514	0.06	          2.57	15.60	15.60	15.13	15.66	    48.13	239940944	  0.67	空运	深圳	3.00	15.40	89673	66087	  1.36	1213	1295	--  	
000100	TCL 集团	-1.75	3.94	-0.07	3.94	3.95	1197142	6163	-0.25	          1.33	3.98	4.00	3.92	4.01	    17.50	473909120	  0.83	家用电器	广东	2.00	3.96	648228	548913	  1.18	19423	15238	--  	
000150	宜华健康	2.31	36.73	0.83	36.70	36.73	44923	832	0.21	          1.39	35.80	36.97	35.53	35.90	 13453.92	163803680	  1.04	医疗保健	广东	4.01	36.46	22895	22027	  1.04	2	663	--  	
000151	中成股份	-2.45	25.89	-0.65	25.89	25.90	86711	1728	0.30	          3.25	26.48	26.50	25.70	26.54	    67.14	225720624	  0.70	商贸代理	北京	3.01	26.03	49229	37482	  1.31	440	85	--  	
000153	丰原药业	--  	10.44	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	10.44	    75.61	0	  0.00	化学制药	安徽	0.00	10.44	0	0	--  	0	0	--  	
000155	*ST川化	5.00	9.03	0.43	9.03	--  	82829	44	0.00	          1.76	8.60	9.03	8.46	8.60	--  	73031856	  1.28	农药化肥	四川	6.63	8.82	56069	26759	  2.10	21339	0	--  	
000156	华数传媒	-0.84	31.95	-0.27	31.94	31.95	148576	1909	0.03	          2.72	32.12	32.97	31.66	32.22	    85.10	479025792	  0.66	影视音像	浙江	4.07	32.24	76638	71938	  1.07	8	90	--  	
000157	中联重科	-1.75	5.63	-0.10	5.62	5.63	1236742	18556	0.00	          1.98	5.67	5.69	5.57	5.73	--  	697413888	  0.73	工程机械	湖南	2.09	5.64	689092	547649	  1.26	7737	1763	--  	
000158	常山股份	1.85	19.29	0.35	19.29	19.30	229904	3890	0.99	          3.20	18.80	19.94	18.70	18.94	--  	440752288	  1.13	纺织	河北	6.55	19.17	106712	123192	  0.87	155	1786	--  	
000159	国际实业	0.59	8.58	0.05	8.58	8.59	132458	800	-0.11	          2.75	8.46	8.69	8.43	8.53	--  	113102256	  0.95	石油贸易	新疆	3.05	8.54	73754	58703	  1.26	27	1097	--  	
000166	申万宏源	-3.04	10.54	-0.33	10.53	10.54	584412	4693	0.00	          1.78	10.80	10.80	10.49	10.87	    13.99	620274880	  0.73	证券	新疆	2.85	10.61	302327	282085	  1.07	6363	3112	--  	
000301	东方市场	-1.42	6.23	-0.09	6.23	6.24	294466	3510	-0.31	          2.42	6.26	6.37	6.16	6.32	    41.73	184048256	  0.71	综合类	江苏	3.32	6.25	181074	113391	  1.60	552	1587	--  	
000333	美的集团	-0.03	29.09	-0.01	29.08	29.09	249582	2355	0.17	          1.11	28.86	29.38	28.55	29.10	     8.45	724199296	  0.81	家用电器	广东	2.85	29.02	125838	123743	  1.02	135	533	--  	
000338	潍柴动力	-2.12	9.71	-0.21	9.71	9.72	246058	2025	0.00	          1.18	9.86	9.90	9.62	9.92	    27.94	240174416	  0.82	汽车配件	山东	2.82	9.76	149296	96761	  1.54	1622	1495	--  	
000400	许继电气	-2.76	18.70	-0.53	18.70	18.71	109201	2492	-0.05	          1.48	19.10	19.12	18.60	19.23	    85.67	205779760	  0.73	电气设备	河南	2.70	18.84	69335	39866	  1.74	1067	307	--  	
000401	冀东水泥	-5.79	12.05	-0.74	12.05	12.06	480972	3384	-0.16	          3.57	12.68	12.69	11.98	12.79	--  	587162624	  0.97	水泥	河北	5.55	12.21	256265	224706	  1.14	6255	268	--  	
000402	金 融 街	0.48	12.55	0.06	12.55	12.56	2496214	53330	0.23	          8.36	12.80	13.00	12.30	12.49	    27.76	3154760704	  2.59	全国地产	北京	5.60	12.64	1149414	1346799	  0.85	11381	2003	--  	
000403	ST生化	5.02	27.64	1.32	27.64	--  	112988	478	0.00	          6.22	26.10	27.64	26.10	26.32	    83.44	307280928	  0.73	生物制药	江西	5.85	27.20	52810	60177	  0.88	8747	0	--  	
000404	华意压缩	-2.68	9.82	-0.27	9.82	9.83	364926	2647	0.00	          9.18	9.95	9.98	9.66	10.09	    22.68	358919392	  0.84	专用机械	江西	3.17	9.84	189753	175173	  1.08	1090	679	--  	
000407	胜利股份	5.80	7.84	0.43	7.83	7.84	956233	9699	-0.25	         14.46	7.38	8.15	7.37	7.41	   216.44	752285760	  4.07	塑料	山东	10.53	7.87	405410	550822	  0.74	436	231	--  	
000408	金谷源	--  	22.23	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	22.23	--  	0	  0.00	商贸代理	河北	0.00	22.23	0	0	--  	0	0	--  	
000409	山东地矿	1.08	9.36	0.10	9.35	9.36	182539	2126	0.10	          5.10	9.21	9.42	9.18	9.26	   205.90	169739760	  0.99	普钢	山东	2.59	9.30	86422	96116	  0.90	1780	745	--  	
000410	沈阳机床	-1.22	25.90	-0.32	25.89	25.90	328118	4904	-0.03	          4.44	26.00	26.50	25.82	26.22	--  	857561856	  0.86	机床制造	辽宁	2.59	26.14	178915	149202	  1.20	159	1572	--  	
000411	英特集团	1.95	26.71	0.51	26.71	26.75	54303	611	-1.07	          2.62	25.97	27.50	25.70	26.20	    75.23	143501792	  0.69	医药商业	浙江	6.87	26.43	26153	28149	  0.93	14	2	--  	
000413	东旭光电	-1.99	9.85	-0.20	9.85	9.86	560955	5188	-0.10	          2.78	9.98	10.05	9.71	10.05	    24.91	554271552	  0.48	元器件	河北	3.38	9.88	312576	248378	  1.26	2172	3708	--  	
000415	渤海租赁	-0.85	9.28	-0.08	9.27	9.28	449474	5447	-0.10	          1.44	9.23	9.35	9.11	9.36	    25.45	414036192	  0.90	多元金融	新疆	2.56	9.21	236149	213325	  1.11	432	3316	--  	
000416	民生控股	0.00	10.99	0.00	10.99	11.00	239387	3309	0.18	          4.50	10.81	11.30	10.76	10.99	--  	263961136	  1.17	百货	山东	4.91	11.03	131308	108078	  1.21	156	1120	--  	
000417	合肥百货	1.35	9.79	0.13	9.78	9.79	160510	1162	0.00	          2.06	9.68	9.88	9.55	9.66	    26.31	156421392	  0.97	百货	安徽	3.42	9.75	81719	78790	  1.04	6558	1685	--  	
000418	小天鹅Ａ	-0.09	21.97	-0.02	21.97	21.98	20462	434	0.09	          0.47	21.85	22.06	21.66	21.99	    15.20	44600488	  0.48	家用电器	江苏	1.82	21.80	12265	8196	  1.50	202	232	--  	
000419	通程控股	-1.00	8.89	-0.09	8.89	8.90	133574	1463	0.00	          2.46	8.84	9.04	8.75	8.98	    38.05	118755208	  0.90	百货	湖南	3.23	8.89	83673	49901	  1.68	983	1500	--  	
000420	吉林化纤	-1.11	7.10	-0.08	7.09	7.10	89414	1669	0.00	          2.81	7.17	7.23	7.01	7.18	   452.14	63843172	  0.88	化纤	吉林	3.06	7.14	47016	42397	  1.11	301	79	--  	
000421	南京中北	-1.40	9.18	-0.13	9.18	9.19	63715	973	-0.32	          1.81	9.21	9.31	9.06	9.31	    31.65	58453636	  0.79	公共交通	江苏	2.69	9.17	39089	24626	  1.59	1008	5	--  	
000422	湖北宜化	3.91	8.23	0.31	8.22	8.23	898819	4619	0.12	         10.01	7.85	8.48	7.80	7.92	   163.73	739571072	  4.12	农药化肥	湖北	8.59	8.23	385093	513725	  0.75	1489	3611	--  	
000423	东阿阿胶	-0.67	47.72	-0.32	47.70	47.72	84085	928	-0.06	          1.29	47.98	48.46	47.40	48.04	    20.72	402949376	  0.83	中成药	山东	2.21	47.92	49733	34351	  1.45	43	44	--  	
000425	徐工机械	-2.61	4.47	-0.12	4.47	4.48	1321095	12012	0.22	          1.87	4.57	4.57	4.43	4.59	  1922.96	593834944	  0.73	工程机械	江苏	3.05	4.50	739302	581793	  1.27	4206	7941	--  	
000426	兴业矿业	--  	7.06	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	7.06	   287.52	0	  0.00	小金属	内蒙	0.00	7.06	0	0	--  	0	0	--  	
000428	华天酒店	-1.38	9.28	-0.13	9.28	9.29	106168	1403	-0.10	          1.48	9.37	9.52	9.22	9.41	   333.36	99386848	  0.59	酒店餐饮	湖南	3.19	9.36	60623	45544	  1.33	1611	556	--  	
000429	粤高速Ａ	-1.07	6.47	-0.07	6.46	6.47	63755	561	0.15	          1.36	6.53	6.54	6.41	6.54	    15.51	41327380	  0.82	路桥	广东	1.99	6.48	40031	23724	  1.69	699	286	--  	
000430	张家界	5.32	14.46	0.73	14.46	14.47	186848	1781	-0.20	          8.94	13.75	14.74	13.66	13.73	    26.59	267425600	  1.71	旅游景点	湖南	7.87	14.31	84319	102529	  0.82	296	487	--  	
000488	晨鸣纸业	-2.44	8.78	-0.22	8.78	8.79	156723	1178	-0.11	          1.42	8.93	8.96	8.70	9.00	    22.72	138726336	  0.68	造纸	山东	2.89	8.85	106070	50652	  2.09	1403	1514	--  	
000498	山东路桥	-0.56	7.12	-0.04	7.12	7.13	92517	462	-0.14	          2.61	7.11	7.18	7.06	7.16	    29.14	65901024	  0.58	建筑施工	山东	1.68	7.12	55967	36550	  1.53	1309	446	--  	
000501	鄂武商Ａ	-1.58	18.73	-0.30	18.72	18.73	68235	304	-0.05	          1.35	18.94	18.99	18.46	19.03	    13.43	127394592	  1.19	百货	湖北	2.79	18.67	46095	22139	  2.08	5	203	--  	
000502	绿景控股	5.37	35.52	1.81	35.51	35.52	125332	1155	-0.08	          6.84	33.80	36.50	33.30	33.71	--  	434391392	  0.85	区域地产	广东	9.49	34.66	57594	67737	  0.85	329	756	--  	
000503	海虹控股	-1.80	32.70	-0.60	32.70	32.71	184467	2425	0.27	          2.05	33.40	33.67	32.32	33.30	--  	608986432	  0.63	互联网	海南	4.05	33.01	100133	84334	  1.19	923	1	--  	
000504	南华生物	3.57	26.37	0.91	26.36	26.37	68403	638	0.03	          2.21	25.20	27.90	25.16	25.46	--  	182696048	  1.00	出版业	湖南	10.76	26.71	32482	35920	  0.90	2	41	--  	
000505	珠江控股	-0.67	10.31	-0.07	10.31	10.32	76163	1742	0.68	          2.11	10.34	10.50	10.13	10.38	--  	78246872	  0.63	全国地产	海南	3.56	10.27	39906	36256	  1.10	2991	139	--  	
000506	中润资源	2.23	10.07	0.22	10.06	10.07	236098	5971	0.19	          2.54	9.90	10.29	9.84	9.85	--  	238067376	  0.58	区域地产	山东	4.57	10.08	114690	121407	  0.94	381	1891	--  	
000507	珠海港	-0.54	7.35	-0.04	7.34	7.35	137199	1385	0.13	          1.78	7.39	7.47	7.27	7.39	    84.03	101284256	  0.79	港口	广东	2.71	7.38	79225	57973	  1.37	698	1687	--  	
000509	华塑控股	-4.51	8.25	-0.39	8.25	8.26	350345	3806	0.00	          5.78	8.67	8.81	8.18	8.64	--  	297469728	  1.10	其他建材	四川	7.29	8.49	181851	168494	  1.08	84	2329	--  	
000510	*ST金路	2.46	8.75	0.21	8.74	8.75	298435	1516	-0.11	          4.90	8.68	8.94	8.56	8.54	--  	260789232	  1.58	化工原料	四川	4.45	8.74	139739	158695	  0.88	97	821	--  	
000511	烯碳新材	--  	8.91	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	8.91	   344.85	0	  0.00	矿物制品	辽宁	0.00	8.91	0	0	--  	0	0	--  	
000513	丽珠集团	-1.03	49.22	-0.51	49.22	49.23	36197	287	0.00	          1.45	49.74	50.20	48.88	49.73	    29.48	179448368	  0.59	中成药	广东	2.65	49.58	21788	14408	  1.51	56	5	--  	
000514	渝 开 发	-2.82	8.27	-0.24	8.27	8.28	139080	1761	-0.12	          1.65	8.39	8.51	8.19	8.51	   214.05	115903000	  0.67	区域地产	重庆	3.76	8.33	80221	58859	  1.36	667	426	--  	
000516	国际医学	-2.40	19.50	-0.48	19.49	19.50	188214	1585	0.05	          2.67	19.70	19.97	19.30	19.98	    65.71	370211776	  0.84	百货	陕西	3.35	19.67	103120	85093	  1.21	718	737	--  	
000517	荣安地产	-3.23	7.19	-0.24	7.19	7.20	620162	9736	-0.41	          2.04	7.28	7.60	7.05	7.43	   716.35	451657216	  0.56	区域地产	浙江	7.40	7.28	319846	300316	  1.07	1931	970	--  	
000518	四环生物	0.00	6.11	0.00	6.11	6.12	192338	2141	0.00	          1.87	6.09	6.18	6.06	6.11	--  	117762848	  0.64	生物制药	江苏	1.96	6.12	108569	83769	  1.30	162	2518	--  	
000519	江南红箭	--  	18.57	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	18.57	    67.99	0	  0.00	机械基件	湖南	0.00	18.57	0	0	--  	0	0	--  	
000520	长航凤凰	--  	2.53	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	2.53	    17.65	0	  0.00	水运	湖北	0.00	2.53	0	0	--  	0	0	--  	
000521	美菱电器	-2.17	7.21	-0.16	7.21	7.22	142648	1636	0.13	          2.41	7.30	7.33	7.11	7.37	    25.51	103445616	  0.74	家用电器	安徽	2.99	7.25	87189	55458	  1.57	203	449	--  	
000523	广州浪奇	1.11	15.48	0.17	15.48	15.49	108424	1760	0.00	          2.44	15.30	15.69	15.20	15.31	   180.70	167635920	  1.21	日用化工	广东	3.20	15.46	47581	60842	  0.78	158	38	--  	
000524	岭南控股	-1.96	18.55	-0.37	18.54	18.55	32553	450	-0.42	          1.21	18.75	18.75	18.40	18.92	   126.99	60459192	  0.78	酒店餐饮	广东	1.85	18.57	18195	14357	  1.27	30	110	--  	
000525	红 太 阳	0.59	17.16	0.10	17.16	17.17	49925	571	0.05	          0.98	17.11	17.27	16.88	17.06	    29.75	85241200	  0.92	农药化肥	江苏	2.29	17.07	27307	22617	  1.21	116	265	--  	
000526	银润投资	0.49	80.00	0.39	80.00	80.08	27003	458	-0.37	          2.81	78.49	81.78	78.21	79.61	  2060.81	215629120	  0.85	房产服务	福建	4.48	79.85	13962	13040	  1.07	8	11	--  	
000528	柳    工	-2.11	8.36	-0.18	8.35	8.36	138533	885	-0.11	          1.23	8.54	8.59	8.33	8.54	   313.48	117238448	  0.73	工程机械	广西	3.04	8.46	83957	54576	  1.54	1312	1514	--  	
000529	广弘控股	--  	14.11	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	14.11	    91.70	0	  0.00	食品	广东	0.00	14.11	0	0	--  	0	0	--  	
000530	大冷股份	-1.61	16.48	-0.27	16.48	16.49	58400	576	0.00	          2.71	16.64	16.85	16.35	16.75	    44.77	96442824	  0.97	机械基件	辽宁	2.99	16.51	33560	24840	  1.35	199	67	--  	
000531	穗恒运Ａ	-2.34	10.44	-0.25	10.43	10.44	80427	1572	-0.09	          1.17	10.61	10.67	10.39	10.69	    14.67	84530152	  0.94	火力发电	广东	2.62	10.51	49246	31180	  1.58	100	1567	--  	
000532	力合股份	0.90	22.35	0.20	22.34	22.35	172496	2497	0.13	          5.02	22.00	22.99	21.50	22.15	   230.48	383686880	  0.74	元器件	广东	6.73	22.24	79021	93474	  0.85	487	784	--  	
000533	万 家 乐	-1.78	8.26	-0.15	8.25	8.26	111419	1423	0.24	          1.63	8.28	8.42	8.10	8.41	    38.35	92215600	  0.69	家用电器	广东	3.80	8.28	66827	44591	  1.50	884	166	--  	
000534	万泽股份	--  	9.45	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	9.45	    72.71	0	  0.00	区域地产	深圳	0.00	9.45	0	0	--  	0	0	--  	
000536	华映科技	-2.89	15.11	-0.45	15.10	15.11	89865	2522	-0.26	          3.58	15.50	15.65	15.07	15.56	   128.77	138015984	  0.54	元器件	福建	3.73	15.36	50898	38966	  1.31	1038	1619	--  	
000537	广宇发展	-2.37	9.88	-0.24	9.88	9.89	239043	3542	-0.30	          4.66	9.91	10.02	9.80	10.12	    29.81	236959920	  0.73	区域地产	天津	2.17	9.91	129484	109559	  1.18	1196	114	--  	
000538	云南白药	0.30	70.49	0.21	70.49	70.50	25507	447	-0.12	          0.24	70.00	70.68	69.80	70.28	    25.70	178991488	  0.65	中成药	云南	1.25	70.17	12411	13095	  0.95	7	195	--  	
000539	粤电力Ａ	-0.63	7.83	-0.05	7.82	7.83	138697	521	-0.12	          0.54	7.80	8.00	7.78	7.88	    11.68	109191184	  0.80	火力发电	广东	2.79	7.87	81068	57628	  1.41	662	847	--  	
000540	中天城投	-2.87	10.49	-0.31	10.48	10.49	440802	4010	-0.37	          1.37	10.70	10.72	10.40	10.80	    17.68	465792480	  0.67	区域地产	贵州	2.96	10.57	261669	179132	  1.46	2226	1256	--  	
000541	佛山照明	1.02	14.92	0.15	14.92	14.93	264824	2667	-0.06	          2.72	14.91	15.30	14.48	14.77	   193.85	392399456	  1.04	家用电器	广东	5.55	14.82	130711	134113	  0.97	1083	203	--  	
000543	皖能电力	0.00	9.14	0.00	9.13	9.14	579674	2593	-0.10	          3.33	9.04	9.39	8.96	9.14	    12.96	531442816	  1.38	火力发电	安徽	4.70	9.17	289568	290106	  1.00	2613	3682	--  	
000544	中原环保	0.59	18.70	0.11	18.70	18.71	40009	777	0.10	          1.48	18.63	18.84	18.35	18.59	    45.32	74441760	  0.60	环境保护	河南	2.64	18.61	21542	18467	  1.17	137	263	--  	
000545	金浦钛业	0.49	8.28	0.04	8.28	8.29	273196	2075	-0.12	          4.58	8.24	8.48	8.13	8.24	    64.79	227137568	  0.92	化工原料	吉林	4.25	8.31	143016	130179	  1.10	1283	802	--  	
000546	金圆股份	-3.93	12.22	-0.50	12.21	12.22	129196	1218	0.24	          7.76	12.67	12.76	12.10	12.72	    33.10	160094976	  0.94	水泥	吉林	5.19	12.39	73899	55296	  1.34	291	100	--  	
000547	航天发展	-1.91	20.50	-0.40	20.50	20.51	206869	2012	-0.14	          2.48	21.00	21.30	20.39	20.90	   171.79	431335168	  0.59	通信设备	福建	4.35	20.85	108530	98338	  1.10	1711	31	--  	
000548	湖南投资	-2.76	10.57	-0.30	10.56	10.57	330101	3306	0.00	          6.61	10.50	10.80	10.39	10.87	   563.23	349231072	  1.13	路桥	湖南	3.77	10.58	175405	154696	  1.13	965	296	--  	
000550	江铃汽车	-2.99	28.58	-0.88	28.58	28.59	28853	559	0.00	          0.56	29.10	29.18	28.41	29.46	    12.01	82745408	  0.86	汽车整车	江西	2.61	28.68	19020	9832	  1.93	98	117	--  	
000551	创元科技	-2.02	12.15	-0.25	12.14	12.15	103126	1325	0.00	          2.58	12.25	12.48	12.00	12.40	   114.39	126347672	  0.67	专用机械	江苏	3.87	12.25	57692	45434	  1.27	246	397	--  	
000552	靖远煤电	-2.37	9.05	-0.22	9.05	9.06	63088	248	0.00	          1.78	9.20	9.26	8.93	9.27	    46.99	57455340	  0.77	煤炭开采	甘肃	3.56	9.11	40710	22377	  1.82	162	180	--  	
